popularity,release_date,rus,vote_average
14.786,2008-03-21,Затвор,5.5
40.238,2007-01-15,Призрачный всадник,5.5
4.789,2011-12-16,Finalmente la felicità,5.5
16.004,2012-02-23,Жажда странствий,5.5
15.93,2009-09-09,Белая мгла,5.5
10.538,2006-10-06,Сотрудник месяца,5.5
32.802,2003-06-19,Халк,5.5
20.029,2020-10-19,Толстяк,5.5
8.329,2014-02-26,Суперхондрик,5.5
19.278,2006-06-15,Гарфилд: История двух котят,5.5
11.236,1977-03-11,Аэропорт '77,5.5
28.738,2010-06-16,Сербский фильм,5.5
8.466,2001-02-16,Приземленный,5.5
12.572,2006-09-09,Все парни любят Мэнди Лейн,5.5
9.671,1994-01-14,Жажда смерти V: Лицо смерти,5.5
30.093,2010-04-30,Кошмар на улице Вязов,5.5
14.107,2010-08-26,Топор II,5.5
23.828,2009-09-19,Уединение для пар,5.5
11.215,2001-02-09,Спасение Сильвермана,5.5
14.927,2014-09-04,Похороны бывшего,5.5
8.413,2005-01-01,Человек Брайса,5.5
10.219,1997-08-01,Эйр Бад,5.5
14.902,2018-04-07,Такси 5,5.5
10.286,2017-04-14,Сэнди Векслер,5.5
15.063,2014-02-18,Помпеи,5.5
12.404,2002-03-14,Время для шоу,5.5
28.456,2015-09-02,Транспортер заправлен,5.5
33.893,2008-10-17,Дневник нимфоманки,5.5
10.299,2008-07-22,100 футов,5.5
19.404,2000-12-15,"Чувак, где моя машина?",5.5
12.965,2012-10-12,Встречи на могиле 2,5.5
7.593,2011-02-04,Женщины против мужчин,5.5
15.741,2009-03-13,Мисс Март,5.5
13.205,2004-08-06,Открытая вода,5.5
18.435,2017-04-27,Круг,5.5
10.675,2018-08-01,Вниз по темному коридору,5.5
20.415,2015-01-21,Мордекай,5.5
9.95,2003-03-28,Глава государства,5.5
16.879,2017-12-14,Организатор рождественских свадеб,5.5
8.65,2007-01-05,Белый шум 2: Свет,5.5
6.669,2011-10-07,Пример 2: Всё ещё друзья,5.5
13.052,2013-04-18,"Станция ""Числа""",5.5
18.701,2004-03-12,Агент Коди Бэнкс 2: Пункт назначения Лондон,5.5
11.605,1997-05-09,День отца,5.5
26.796,2017-06-06,Мумия,5.5
11.262,2011-10-13,Незаконное проникновение,5.5
11.575,2005-07-01,Подбор,5.5
15.104,2013-07-12,Сезон убийств,5.5
9.411,2020-04-03,Кофе и Карим,5.5
13.564,2017-05-24,Грязные танцы,5.5
8.989,1993-01-06,Сделано в Америке,5.5
11.109,2016-02-25,Другая сторона двери,5.5
13.909,2009-01-16,Мой Кровавый Валентин,5.5
11.93,2007-01-26,Кровь и шоколад,5.5
9.528,2019-05-08,Винный край,5.5
5.112,2009-12-17,Ио и Мэрилин,5.5
7.49,2009-04-28,Инкогнито,5.5
13.384,1996-08-29,Ворон: Город Ангелов,5.5
6.454,1953-04-01,Страх и желание,5.5
7.887,2020-10-14,Максимум 30 дней,5.5
10.672,2019-07-18,Тайная одержимость,5.5
15.758,2019-02-15,Ким Поссибл,5.5
4.298,2015-06-18,Torno indietro e cambio vita,5.5
16.091,2012-11-02,Человек с железными кулаками,5.5
6.262,2012-01-31,Я бы тебе солгал? 3,5.5
19.061,2006-07-10,Открытая вода 2: В дрейфе,5.5
18.79,2002-04-15,Куб 2: Гиперкуб,5.5
13.008,2008-02-29,Случайный муж,5.5
10.377,1999-10-08,Случайные сердца,5.5
20.469,1995-06-09,Конго,5.5
18.546,1983-06-17,Супермен III,5.5
13.345,2016-11-11,Монстр,5.5
5.938,2005-11-23,Королевский дворец,5.5
6.783,2011-01-28,От Prada до Nada,5.5
36.918,2006-04-12,Страшное кино 4,5.5
8.764,2011-10-05,Добро пожаловать на борт!,5.5
14.099,2006-10-12,Проклятие 2,5.5
7.701,2018-12-26,Верный человек,5.5
11.312,2014-07-02,Преждевременный,5.5
8.531,2018-04-13,Одичалый,5.5
19.082,2005-08-05,Дьюкс из Хаззарда,5.5
10.577,1995-07-11,Даркмен II: Возвращение Дюранта,5.5
9.431,2011-11-23,Рампарт,5.5
11.48,2006-10-10,Спасти последний танец 2,5.5
14.614,2005-09-16,Веном,5.5
14.516,2014-08-12,Хорошие люди,5.5
16.605,1984-07-01,Супергёрл,5.5
6.899,2016-05-13,Слэк-Бэй,5.5
17.481,2014-09-19,Бивень,5.5
18.649,2009-11-24,Старые псы,5.5
8.884,2014-10-17,Внеземной,5.5
15.605,2002-05-10,Убивая меня нежно,5.5
13.659,1987-04-02,Полицейская академия 4: Гражданское патрулирование,5.5
14.992,2000-10-07,102 далматинца,5.5
17.223,2006-11-22,Украшаем дом к Рождеству,5.5
13.493,2015-05-29,Алоха,5.5
28.721,2014-12-12,Седьмой сын,5.5
11.665,1990-12-14,"Посмотрите, кто тоже говорит!",5.5
25.651,1998-08-04,Покахонтас II: Путешествие в новый мир,5.5
51.57,2007-03-22,У холмов есть глаза 2,5.5
12.318,1996-10-04,Мерцающий Человек,5.5
12.706,2015-06-15,Курорт,5.5
11.418,2017-02-03,Не стучите дважды,5.5
23.113,2011-02-24,Разозлить водителя,5.5
8.003,2007-12-05,Смерть Иэна Стоуна,5.5
13.614,2006-03-24,Коровьи колокольчики,5.5
29.156,2010-01-14,Зубная фея,5.5
9.456,1994-05-06,3 ниндзя отрываются по полной,5.5
37.667,2006-12-07,«Американский пирог» представляет: Голая миля,5.5
14.557,2018-03-23,"Игра окончена, чувак!",5.5
11.58,2014-08-15,Жизнь после Бет,5.5
22.101,2009-01-16,Распространение,5.5
13.902,2002-04-12,Самое сладкое,5.5
18.395,2003-03-28,Пуленепробиваемый монах,5.5
12.384,2017-07-01,Восстание,5.5
5.873,2001-12-21,С Рождеством,5.5
13.747,1995-08-04,Виртуозность,5.5
6.121,2018-06-20,Ищу плюшевого мишку,5.5
0.6,2013-04-17,Последовательные учителя,5.5
14.579,2005-03-25,Доблестный,5.5
11.487,2015-10-01,Вой,5.5
11.627,1989-01-13,DeepStar Six,5.5
12.096,2016-10-18,В пределах,5.5
8.369,2002-03-01,40 дней и 40 ночей,5.5
23.293,2015-01-13,Blackhat,5.5
15.54,1997-03-18,"Дорогая, мы сами себя уменьшили!",5.5
13.119,2016-10-07,Поздно расцветший,5.5
14.903,2015-02-26,Эверли,5.5
7.804,1999-08-11,Преподавание миссис Тингл,5.5
9.455,2013-09-20,Холод наступает ночью,5.5
31.926,2012-10-10,Сайлент Хилл: Откровение 3D,5.5
13.425,2014-09-05,Большая игра,5.5
12.488,2001-04-06,Джози и кошечки,5.5
36.992,2006-11-01,Санта-Клаус 3: Пункт о побеге,5.5
30.925,2003-06-27,Ангелы Чарли: Полный газ,5.5
11.509,1997-09-09,Каспер: Энергичное начало,5.5
26.236,2005-02-25,Проклятый,5.5
20.117,2016-02-17,Дитя Осириса: Научная фантастика. Том первый.,5.5
5.383,1982-03-10,Неодарённые дети на каникулах,5.5
14.404,1995-03-31,Танк Гёрл,5.5
11.173,2012-09-10,Лорды Салема,5.5
22.533,1988-05-13,Пятница 13-е. Часть VII: Новая кровь.,5.5
12.044,2010-05-21,МакГрубер,5.5
14.325,2010-01-19,Smokey Aces 2: Assassins' Ball,5.5
6.419,2007-02-14,Ночь перед экзаменами Сегодня,5.4
15.667,2000-10-03,Восставший из ада: Ад,5.4
31.549,2005-10-30,American Pie представляет: Музыкальный лагерь,5.4
11.645,2015-08-24,Дом Тигра,5.4
6.877,2008-10-17,Что только что произошло?,5.4
10.377,2011-09-12,Вторженцы,5.4
11.79,2019-03-29,Мститель,5.4
16.633,2019-01-24,Умиротворенность,5.4
16.876,2007-10-20,Бугимен 2,5.4
9.188,1996-03-22,Диаболический,5.4
30.279,2008-07-01,Мумия: Гробница Императора Драконов,5.4
9.495,2014-09-12,Медовый месяц,5.4
8.338,2011-01-21,Тихий дом,5.4
34.262,2013-01-03,Техасская резня бензопилой 3D,5.4
12.161,1995-10-13,Джейд,5.4
5.995,2017-01-06,Ограбление монет,5.4
11.787,2008-01-04,Один пропущенный звонок,5.4
25.014,2021-07-23,Два,5.4
19.645,1993-05-21,Серебряный,5.4
5.875,2015-11-20,Испанское дело 2,5.4
12.824,1999-03-12,Wishmaster 2: Evil Never Dies,5.4
8.285,2018-08-03,Соло,5.4
12.706,2018-06-01,Пункт действий,5.4
10.118,2016-09-15,31,5.4
18.039,2009-06-05,Земля потерянных,5.4
16.312,2018-05-30,211,5.4
7.052,2015-03-14,6 лет,5.4
5.528,2014-03-12,Младший,5.4
17.011,2012-01-23,Девичник,5.4
15.08,2016-06-08,Задание,5.4
5.307,2011-06-13,17 девушек,5.4
25.282,2004-08-26,Анаконды: Охота за кровавой орхидеей,5.4
12.595,2006-12-01,Туристы,5.4
10.241,2019-05-17,Мы всегда жили в замке.,5.4
11.441,1995-03-17,Кэндимен: Прощание с плотью,5.4
11.517,2007-10-05,Искатель: Тьма поднимается,5.4
16.927,1980-12-12,Попай,5.4
10.044,2009-06-19,Родовые боли,5.4
7.275,2001-02-02,День святого Валентина,5.4
14.709,2002-06-07,Плохая компания,5.4
6.246,2019-08-30,Снова в школу,5.4
7.875,2017-05-10,Проблемыос,5.4
18.608,2003-03-14,Агент Коди Бэнкс,5.4
7.936,2017-03-17,Песня за песней,5.4
10.669,2006-09-09,Свадебные дни,5.4
14.787,1999-07-23,Призраки,5.4
25.032,2016-12-21,кредо ассасина,5.4
21.835,2021-03-26,Седьмой день,5.4
15.676,2011-08-18,Хозяева гостиницы,5.4
8.713,2006-09-29,Школа негодяев,5.4
15.205,2007-08-03,Аутсайдер,5.4
12.629,2019-02-08,"Человек, убивший Гитлера, а затем и Бигфута.",5.4
13.703,2020-10-02,Переплет,5.4
13.16,2019-05-15,Мертвые не умирают,5.4
13.641,2018-09-04,Король воров,5.4
8.928,2017-09-22,Погружение,5.4
18.266,2009-01-09,Эффект бабочки 3: Откровения,5.4
15.999,2006-05-19,Не вижу зла,5.4
16.011,2009-05-12,Проклятие 3,5.4
5.734,2018-05-01,Arrivano i prof,5.4
17.502,2016-09-09,ЭТО.,5.4
19.082,2011-07-06,Смотритель зоопарка,5.4
11.259,2018-01-12,Гордая Мэри,5.4
14.603,2018-05-12,451 градус по Фаренгейту,5.4
16.29,1987-05-01,Американский ниндзя 2: Противостояние,5.4
16.124,2005-03-04,Будь крутым,5.4
15.347,2019-05-15,Хладнокровная кровь,5.4
24.096,1982-02-19,Болотная тварь,5.4
9.354,2009-04-10,Наблюдайте и сообщайте.,5.4
4.426,2018-12-19,Amici come prima,5.4
19.011,2015-02-24,Dragonheart 3: The Sorcerer's Curse,5.4
10.265,2012-04-25,Гамбит,5.4
10.548,1999-03-12,Силы природы,5.4
14.415,2014-10-23,Северяне: Сага о викингах,5.4
22.458,2012-10-17,Паранормальное явление 4,5.4
5.164,2011-12-07,Голливуд,5.4
51.626,2015-02-04,Восходящий Юпитер,5.4
12.853,2000-01-23,Ворон: Спасение,5.4
14.441,2022-03-11,Неожиданный доход,5.4
19.103,2017-12-01,Fullmetal Alchemist,5.4
10.611,2015-10-22,Рок Касбы,5.4
16.751,1984-06-29,"Гонка ""Пушечное ядро ​​II""",5.4
54.599,2004-11-12,Семя Чаки,5.4
17.328,1992-05-08,Ядовитый плющ,5.4
17.224,2009-01-15,Пол Бларт: Охранник торгового центра,5.4
15.594,1993-03-17,Черепашки-ниндзя III,5.4
32.816,2011-01-07,Сезон ведьм,5.4
6.226,2009-01-07,Смена сторон,5.4
16.547,2014-11-07,Джессабель,5.4
12.06,2013-06-12,Блинг-ринг,5.4
11.659,2017-03-24,Боке,5.4
10.71,1986-01-17,Железный Орел,5.4
13.855,2018-02-02,Рейс в Париж в 15:17,5.4
27.967,1989-10-12,Хэллоуин 5: Месть Майкла Майерса,5.4
13.207,2013-08-11,Последние дни на Марсе,5.4
18.426,2009-07-24,Перегрузка,5.4
14.936,1989-08-11,Кошмар на улице Вязов: Дитя мечты,5.4
26.085,2018-01-26,Кикбоксер: Возмездие,5.4
24.656,2010-03-20,Теккен,5.4
43.168,2012-10-23,Поворот не туда 5: Родословная,5.4
6.059,2018-08-26,Ожидайте дальнейших инструкций,5.4
8.462,2017-05-26,Дрон,5.4
7.64,2018-07-20,Отец года,5.4
26.849,2014-01-01,Паранормальная активность: Отмеченные,5.4
12.314,2013-08-30,Спасатель,5.4
21.488,2004-09-12,Позорное безобразие,5.4
24.733,1995-06-16,Бэтмен навсегда,5.4
13.273,1986-08-01,Говард Утка,5.4
37.368,2010-08-20,Пиранья 3D,5.4
16.524,2009-06-02,Ван Уайлдер: Первый курс,5.4
22.143,2009-08-28,Хэллоуин II,5.4
12.23,2011-02-04,Сосед по комнате,5.4
15.75,2001-11-21,Чёрный Рыцарь,5.4
24.729,2008-02-22,10 000 г. до н.э.,5.4
15.419,2018-11-23,Суперлопес,5.4
6.859,2015-08-28,Видения,5.4
6.783,1998-01-23,Призраки,5.4
5.984,2016-12-07,Религиозное место поклонения,5.4
8.495,2001-05-31,Что самое худшее может случиться?,5.4
8.87,2018-04-27,Неделя,5.4
16.032,2018-01-19,Мама и папа,5.4
12.873,2012-09-06,Украденный,5.4
11.778,2015-03-05,Незавершенные дела,5.4
6.101,2009-06-27,Я ненавижу День святого Валентина,5.4
21.322,2006-08-17,Змеи в самолёте,5.4
8.626,2016-09-23,Козел,5.4
47.0,2014-07-17,Секс-видео,5.4
4.96,2015-02-18,Бис,5.4
10.011,2010-03-09,Девять мертвых,5.4
12.77,2004-08-20,Экзорцист: Начало,5.4
12.579,2002-10-31,Я шпион,5.4
6.755,2018-08-08,"Neuilly sa mère, sa mère !",5.4
30.867,2016-07-14,Охотники за привидениями,5.4
17.143,2013-04-12,Колония,5.4
12.12,2017-05-03,Похищенный,5.4
7.359,2018-10-11,Нехудожественная литература,5.4
12.995,2016-06-24,Дуэль,5.4
11.572,2016-07-01,Абсолютно великолепно: Фильм,5.4
13.284,1998-02-05,Братья Блюз 2000,5.4
14.632,1997-07-31,Спаун,5.4
11.42,2020-12-04,Бродить,5.4
23.459,2001-07-04,Кошки и собаки,5.4
15.94,1981-04-24,Каннибал Ферокс,5.4
11.82,2015-09-16,Заплати призраку,5.4
